frequency_rank,character,pinyin,definition,radical,radical_code,stroke_count,hsk_levl,general_standard_num
3163,汀,tīng,"sandbar, beach, bank, shore",水,85.2,5,6,3553
3164,趾,zhǐ,"toe; tracks, footprints",足,157.4,11,6,2274
3165,缉,jī,to sew in close stitches,糸,120.9,12,6,2816
3166,嫦,cháng,name of a moon goddess,女,38.11,14,6,5833
3167,斟,zhēn,to pour wine or tea into a cup; to gauge,斗,68.9,13,6,2846
3168,鞍,ān,saddle; any saddle-shaped object,革,177.6,15,6,3208
3169,扳,bān,pull; drag; right itself,手,64.4,7,6,634
3170,拴,shuān,"bind with rope, fasten",手,64.6,9,6,1385
3171,诅,zǔ,"curse; swear, pledge",言,149.5,7,6,3796
3172,谟,mó,"scheme, plan; plan; be without",言,149.1,12,6,5303
3173,呃,è,belch; hiccup,口,30.4,7,6,3703
3174,懦,nuò,"weak, timid, cowardly",心,61.14,17,6,3431
3175,逞,chěng,"indulge oneself; brag, show off",辵,162.7,10,6,1886
3176,犁,lí,plow,牛,93.7,11,6,2314
3177,忏,chàn,"regret, repent; confess sins",心,61.3,6,6,3630
3178,拧,níng,"pinch; twist, wring; determined",手,64.5,8,6,985
3179,亥,hài,12th terrestrial branch,亠,8.4,6,6,524
3180,佟,tóng,a name,人,9.5,7,6,3733
3181,叱,chì,"scold, shout at, bawl out",口,30.2,5,6,3539
3182,舜,shùn,legendary ruler,舛,136.6,12,6,5225
3183,绊,bàn,"loop, catch; fetter, shackle",糸,120.5,8,6,1346
3184,龚,gōng,"give, present; reverential",龍,212.6,11,6,4801
3185,腮,sāi,lower part of face; jaw; gills of a fish,肉,130.9,13,6,2971
3186,邸,dǐ,"official residence, residence of",邑,163.5,7,6,3743
3187,椒,jiāo,"pepper, spices",木,75.8,12,5,2570
3188,蔚,wèi,"luxuriant, thick; ornamental",艸,140.11,14,6,3076
3189,湛,zhàn,"deep; profound; clear; tranquil, placid",水,85.9,12,6,5277
3190,狩,shòu,winter hunting; imperial tour,犬,94.6,9,6,4294
3191,眶,kuàng,eye socket; rim of eye,目,109.6,11,6,2258
3192,栈,zhàn,"warehouse; tavern, inn",木,75.5,9,6,1425
3193,薇,wēi,"Osmunda regalis, a species of fern",艸,140.13,16,6,3323
3194,肮,āng,dirty,肉,130.4,8,6,1187
3195,瀑,pù,"waterfall, cascade; heavy rain",水,85.15,18,6,3448
3196,渣,zhā,"refuse, dregs, lees, sediment",水,85.9,12,6,2753
3197,褂,guà,"jacket, overcoat, coat; gown",衣,145.8,13,6,3031
3198,叽,jī,sigh in disapproval; take small,口,30.2,5,6,251
3199,臀,tún,buttocks,肉,130.13,17,6,3433
3200,妞,niū,girl,女,38.4,7,6,3813
3201,巍,wēi,"high, lofty, majestic, eminent",山,46.18,20,6,3481
3202,唔,wú,"hold in mouth; bite; (Cant.) not, negation",口,30.7,10,6,4500
3203,疚,jiù,"chronic disease, chronic illness; sorrow",疒,104.3,8,6,1215
3204,鲤,lǐ,carp,魚,195.7,15,6,3276
3205,戎,róng,"arms, armaments; military affair",戈,62.2,6,6,352
3206,肇,zhào,"begin, commence, originate",聿,129.8,14,6,3178
3207,笃,dǔ,"deep, true, sincere, genuine",竹,118.3,9,6,4255
3208,辙,zhé,"wagon ruts, wheel tracks",車,159.12,16,6,3339
3209,娴,xián,"elegant, refined; skillful",女,38.7,10,6,4693
3210,阮,ruǎn,ancient musical instrument: surname,阜,170.4,6,6,3639
3211,札,zhá,"letter, note; correspondence",木,75.1,5,6,3532
3212,懊,ào,"vexed, worried, nervous; regret",心,61.13,15,6,3302
3213,焘,dào,"shine, illuminate; cover, envelope",火,86.7,11,6,4711
3214,恤,xù,"show pity; relieve, help",心,61.6,9,6,1689
3215,疹,zhěn,measles; rash; fever,疒,104.5,10,6,2030
3216,潇,xiāo,sound of beating wind and rain,水,85.11,14,6,3160
3217,铝,lǚ,aluminum,金,167.6,11,6,2305
3218,涤,dí,"wash, cleanse, purify; sweep",水,85.7,10,6,2079
3219,恃,shì,"rely on, presume on, trust to",心,61.6,9,6,1684
3220,喽,lóu,used in onomatopoetic expressions,口,30.9,12,6,5158
3221,砌,qì,"to build, pile up; stone steps, brick walk",石,112.4,9,6,1450
3222,遁,dùn,"hide, conceal oneself; escape",辵,162.9,12,6,5216
3223,楞,léng,used for Ceylon in Buddhist texts,木,75.9,13,6,7497
3224,阱,jǐng,"pitfall, trap, snare",阜,170.4,6,6,3638
3225,咎,jiù,"fault, defect; error, mistake",口,30.5,8,6,3989
3226,洼,wā,hollow; pit; depression; swamp,水,85.6,9,6,1662
3227,炳,bǐng,"bright, luminous; glorious",火,86.5,9,6,4324
3228,噬,shì,bite; gnaw; snap at,口,30.13,16,6,6105
3229,枫,fēng,maple tree,木,75.4,8,6,1028
3230,拷,kǎo,torture and interrogate; hit,手,64.6,9,6,1368
3231,哆,duō,"tremble, shiver, shudder, quiver",口,30.6,9,6,1511
3232,矶,jī,jetty; submerged rock; eddy,石,112.2,7,6,3686
3233,苇,wěi,reed,艸,140.4,7,6,663
3234,翩,piān,"fly, flutter",羽,124.9,15,6,3305
3235,窒,zhì,"stop up, obstruct",穴,116.6,11,6,2456
3236,侬,nóng,I; you; family name,人,9.6,8,6,3966
3237,靶,bǎ,target; splashboard on chariot,革,177.4,13,6,2850
3238,胰,yí,pancreas; soap,肉,130.6,10,6,1993
3239,芜,wú,luxurious growth of weeds,艸,140.4,7,6,662
3240,辫,biàn,"braid; pigtail, plait, queue",辛,160.1,17,6,3426
3241,嚎,háo,"cry loudly, yell, scream",口,30.14,17,6,3413
3242,妾,qiè,concubine,女,38.5,8,6,4001
3243,幌,huǎng,"curtain, cloth screen",巾,50.1,13,6,2935
3244,踉,liáng,"hop, jump; hurriedly, urgently",足,157.7,14,6,5703
3245,佃,diàn,tenant farmer; be a tenant farmer,人,9.5,7,6,776
3246,葫,hú,bottle-gourd,艸,140.9,12,6,2545
3247,皖,wǎn,Anhui province,白,106.7,12,6,2699
3248,拽,zhuāi,"drag, tow; throw; twist",手,64.6,9,6,1380
3249,滤,lǜ,"strain out, filter",水,85.1,13,6,3009
3250,睬,cǎi,notice; pay attention to,目,109.8,13,6,2901
3251,俞,yú,"surname; consent, approve",人,9.7,9,6,4272
3252,匕,bǐ,"spoon, ladle; knife, dirk",匕,21,2,6,13
3253,谤,bàng,"slander, libel",言,149.1,12,6,2797
3254,嗤,chī,"laugh at, ridicule, sneer; snort",口,30.1,13,6,5475
3255,捍,hàn,"ward off, guard against, defend",手,64.7,10,6,1792
3256,孵,fū,"sit on eggs, hatch",子,39.11,14,6,3137
3257,倪,ní,"feeble, tiny, young and weak",人,9.8,10,6,4571
3258,瘾,yǐn,"rash; addiction, craving, habit",疒,104.11,16,6,3368
3259,敝,bì,"break, destroy; broken, tattered",攴,66.8,11,6,4955
3260,匡,kuāng,"correct, restore, revise",匚,22.4,6,6,3563
3261,磋,cuō,"polish, buff; scrutinize",石,112.1,14,6,5680
3262,绫,líng,"thin silk, damask silk",糸,120.8,11,6,5027
3263,淆,xiáo,"confused, in disarray, mixed up",水,85.8,11,6,2422
3264,尧,yáo,a legendary ancient emperor-sage,儿,10.4,6,6,406
3265,蕊,ruǐ,"unopened flowers, flower buds",艸,140.12,15,6,3210
3266,烘,hōng,"bake, roast; dry by fire",火,86.6,10,6,2058
3267,璋,zhāng,jade plaything; jade ornament,玉,96.11,15,6,5856
3268,亢,kàng,"high, proud; violent, excessive; skilled; name",亠,8.2,4,6,162
3269,轧,yà,crush by weight; grind,車,159.1,5,6,224
3270,赂,lù,bribe; give present,貝,154.6,10,6,1926
3271,蝗,huáng,kind of locust,虫,142.9,15,6,3250
3272,榆,yú,elm tree,木,75.9,13,6,2869
3273,骏,jùn,"excellent horse, noble steed",馬,187.7,10,6,2154
3274,诛,zhū,"execute, kill, put to death; punish",言,149.6,8,6,4051
3275,勺,sháo,"spoon, ladle; unit of volume",勹,20.1,3,4,49
3276,梵,fàn,"Buddhist, Sanskrit",木,75.7,11,6,4770
3277,炽,chì,"burning-hot, intense; to burn, blaze; splendid, illustrious",火,86.5,9,6,4326
3278,笠,lì,bamboo hat; bamboo covering,竹,118.5,11,6,4898
3279,颌,hé,mouth; jaw,頁,181.6,12,6,5221
3280,闸,zhá,"sluice; flood gate, canal lock",門,169.5,8,6,1227
3281,狒,fèi,baboon,犬,94.5,8,6,3988
3282,樊,fán,a railing; a fence an enclosed place,木,75.11,15,6,5888
3283,镕,róng,"fuse, melt, smelt; mold",金,167.1,15,6,7790
3284,垢,gòu,"dirt, filth, stains; dirty",土,32.6,9,6,1384
3285,瘟,wēn,"epidemic, plague, pestilence",疒,104.1,14,6,3146
3286,缪,móu,"wind around, bind; prepare",糸,120.11,14,6,5847
3287,菇,gū,mushrooms,艸,140.8,11,6,2218
3288,琦,qí,"gem, precious stone, jade",玉,96.8,12,6,5047
3289,剃,tì,shave,刀,18.7,9,6,1661
3290,迸,bèng,gush out; burst forth; split,辵,162.8,9,6,4321
3291,溺,nì,drown; submerge in water; indulge,水,85.1,13,6,3020
3292,炫,xuàn,"shine, glitter; show off, flaunt",火,86.5,9,6,1659
3293,惚,hū,"absent-minded, confused",心,61.8,11,6,4990
3294,嗨,hāi,an exclamation,口,30.1,13,6,5473
3295,陨,yǔn,"fall, slip; let fall; die",阜,170.7,9,6,1731
3296,赃,zāng,"booty, loot, stolen goods; bribe",貝,154.6,10,6,1927
3297,羁,jī,"halter; restrain, hold, control",网,122.12,17,6,6237
3298,臻,zhēn,"reach, arrive; utmost, superior",至,133.1,16,6,6081
3299,嘀,dí,backbite,口,30.11,14,6,3111
3300,膳,shàn,"meals, provisions, board",肉,130.12,16,6,6136
3301,赣,gàn,Jiangxi province; places therein,貝,154.17,21,6,3495
3302,踌,chóu,"hesitate, falter; smug, self-satisfied",足,157.7,14,6,5702
3303,殉,xùn,"die for cause, be martyr for",歹,78.6,10,6,1873
3304,桔,jú,Chinese bellflower; well-swept; the inner fibers of corn-stalks,木,75.6,10,5,1836
3305,瞿,qú,surname,目,109.13,18,6,6328
3306,闽,mǐn,fujian province; a river; a tribe,門,169.6,9,6,1637
3307,豚,tún,"small pig, suckling pig; suffle",豕,152.4,11,6,2358
3308,掺,càn,"mix, blend, adulterate",手,64.8,11,6,2191
3309,沌,dùn,"chaotic, confused; turbid, murky",水,85.4,7,6,3770
3310,惰,duò,"indolent, careless, lazy, idle",心,61.9,12,6,2772
3311,喳,zhā,whispering,口,30.9,12,6,2619
3312,椭,tuǒ,"oval-shaped, elliptical, tubular",木,75.8,12,6,2579
3313,咪,mī,sound for calling a cat,口,30.6,9,6,1514
3314,霎,shà,"light rain, drizzle; an instant; passing",雨,173.8,16,6,3338
3315,侃,kǎn,upright and strong; amiable,人,9.6,8,6,3958
3316,猝,cù,"abruptly, suddenly; abrupt",犬,94.8,11,6,4928
3317,窖,jiào,"pit, cellar",穴,116.7,12,6,2785
3318,戮,lù,"kill, massacre; oppress",戈,62.11,15,6,6019
3319,祠,cí,ancestral temple; offer sacrifice,示,113.5,9,6,1713
3320,瞩,zhǔ,"watch carefully, stare at, focus on",目,109.12,17,6,3405
3321,菁,jīng,flower of leek family; turnip,艸,140.8,11,6,4746
3322,躇,chú,"hesitate, falter, be undecided",足,157.13,18,6,6332
3323,佬,lǎo,"(Cant.) man, person; mature",人,9.6,8,6,3951
3324,肋,lē,ribs; chest,肉,130.2,6,6,496
3325,咄,duō,"noise of rage, cry out in anger",口,30.5,8,6,1103
3326,忡,chōng,"a sad, uneasy countenance",心,61.4,7,6,3785
3327,雍,yōng,"harmony, union; harmonious",隹,172.5,13,6,5551
3328,忱,chén,"truth, sincerity; sincere",心,61.4,7,6,875
3329,蕾,lěi,"buds, unopened flowers",艸,140.13,16,6,3320
3330,跄,qiāng,walk rapidly,足,157.4,11,6,4830
3331,硅,guī,silicon,石,112.6,11,6,2240
3332,伎,jì,"talent, skill, ability",人,9.4,6,6,3602
3333,炊,chuī,cook; meal,火,86.4,8,6,1235
3334,钊,zhāo,"endeavor, strive; encourage; cut",金,167.2,7,6,3721
3335,蝠,fú,kind of bat,虫,142.9,15,6,3247
3336,屎,shǐ,"excrement, shit, dung",尸,44.6,9,6,1725
3337,拭,shì,wipe away stains with cloth,手,64.6,9,6,1364
3338,谛,dì,"careful, attentive",言,149.9,11,6,5008
3339,褪,tuì,"strip, undress; fall off; fade",衣,145.1,14,6,3180
3340,丞,chéng,"assist, aid, rescue",一,1.5,6,6,3641
3341,卉,huì,general term for plants; myriads,十,24.3,5,6,200
3342,隧,suì,"tunnel, underground passageway, path to a tomb",阜,170.13,14,6,3182
3343,茸,rōng,"soft, downy; buds, sprouts",艸,140.6,9,6,1402
3344,钳,qián,"pincers, pliers, tongs; to compress",金,167.5,10,6,1929
3345,啃,kěn,"gnaw, chew, bite",口,30.8,11,6,2275
3346,伢,yá,child,人,9.4,6,6,3604
3347,闺,guī,Women's apartment,門,169.6,9,6,1635
3348,舔,tiǎn,lick with tongue; taste,舌,135.8,14,6,3117
3349,蹬,dēng,"step on, tread on; lose energy",足,157.12,19,6,3460
